KT	Inst	Adr	Ort	Typ	RWStatus	Akt	SL	WB	AnzStand	SA	PtageStatT	AustStatT	NeugStatT	Ops	Gebs	CMIb	CMIn	pPatWAU	pPatWAK	pPatLKP	pPatHOK	PersA	PersP	PersMT	PersT	PersAFall	PersPFall	PersMTFall	PersTFall	AnzBelA	AnzBelP	AwBesold	AwInvest	AwSonst	AwT	EtMedL	EtSonst	EtSubv	FiErg	PtageStatA	AustStatA	BettenStatA	DADStatA	pBettenBelStatA	KostAmbA	KostOKPAmbA	KostStatA	KostKVGStatA	AnlKVGStatA	KostZvOKPStatA	AnlZvOKPStatA	KostLangA	AuftragLFA	ErlAmbA	ErlOKPAmbA	ErlStatA	ErlKVGStatA	ErlKVGStatVA	ErlZvOKPStatA	ErlZvOKPStatVA	ErlLangA	PtageStatP	AustStatP	BettenStatP	DADStatP	pBettenBelStatP	KostAmbP	KostOKPAmbP	KostStatP	KostKVGStatP	AnlKVGStatP	KostZvOKPStatP	AnlZvOKPStatP	KostLangP	AuftragLFP	ErlAmbP	ErlOKPAmbP	ErlStatP	ErlKVGStatP	ErlKVGStatVP	ErlZvOKPStatP	ErlZvOKPStatVP	ErlLangP	PtageStatR	AustStatR	BettenStatR	DADStatR	pBettenBelStatR	KostAmbR	KostOKPAmbR	KostStatR	KostKVGStatR	AnlKVGStatR	KostZvOKPStatR	AnlZvOKPStatR	KostLangR	AuftragLFR	ErlAmbR	ErlOKPAmbR	ErlStatR	ErlKVGStatR	ErlKVGStatVR	ErlZvOKPStatR	ErlZvOKPStatVR	ErlLangR	PtageStatB	AustStatB	BettenStatB	DADStatB	pBettenBelStatB	KostAmbB	KostOKPAmbB	KostStatB	KostKVGStatB	AnlKVGStatB	KostZvOKPStatB	AnlZvOKPStatB	KostLangB	AuftragLFB	ErlAmbB	ErlOKPAmbB	ErlStatB	ErlKVGStatB	ErlKVGStatVB	ErlZvOKPStatB	ErlZvOKPStatVB	ErlLangB
TI	Clinica Santa Croce SA	Via al Parco 27	6644 Orselina	K212	priv	P		MSt, Arzt, BGs	1		29835	781	0	0	NA	NA	NA	0.4728	3.6817	13.2388	99.2908	9.8	48.1	NA	104.7	1.254801536	6.158770807	NA	13.40588988	0	NA	7047000	677000	1989000	9713000	10344000	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TI	Clinica Viarnetto	Via Ceresio 34	6963 Pregassona	K212	priv	P		MSt, Arzt, BGs	1		15142	361	0	0	NA	NA	NA	41.9598	10.8225	65.5779	60.3015	7.66	27.9	NA	53.26	2.121883657	7.728531856	NA	14.7534626	0	NA	4596000	722000	1585000	6903000	7608000	155000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TI	Clinica Hildebrand Centro di riabilitazione Brissago	Via Crodolo 18	6614 Brissago	K221	priv	R		BGs	1		32032	840	0	0	NA	NA	NA	7.6004	6.698	33.8762	90.0109	16.2	91.2	NA	228.4	1.928571429	10.85714286	NA	27.19047619	0	NA	18881000	2390000	4364000	25635000	23857000	897000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TI	Clinica Ars Medica SA	Via Cantonale	6929 Gravesano	K231	priv	A	NF	BGs	1	MRI, CT	16129	2789	0	4	NA	0.9	0.915	6.4758	2.7544	33.8104	71.4848	12.3	74.7	NA	168.6	0.441018286	2.678379347	NA	6.045177483	36	NA	14928000	2367000	17634000	34929000	33848000	649000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TI	Clinica Dr. Spinedi c/o Clinica Santa Croce	Via al Parco 27	6644 Orselina	K235	priv	A			1		3527	363	0	0	NA	NA	NA	83.2845	80.7018	97.0674	1.7595	4	0	NA	4	1.101928375	0	NA	1.101928375	5	NA	1065000	124000	157000	1346000	1514000	6000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UR	Kantonsspital Uri	Spitalstrasse 1	6460 Altdorf UR	K122	oeff	A	NF, IPS	Arzt, BGs	1	CT	22610	3611	302	4	NA	0.806	0.836	2.2122	5.2185	25.1634	91.0005	48.65	168.39	NA	416.45	1.347272224	4.663251177	NA	11.53281639	3	NA	33320000	3339000	15112000	51771000	30678000	4741000	16352000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	CHUV Centre Hospitalier Universitaire Vaudois	Rue du Bugnon 21	1005 Lausanne	K111	oeff	A, P, R	NF, IPS	MSt, Arzt, BGs	3	MRI, CT, PET, CC, LB	436811	40437	2052	31	NA	NA	NA	1.739	8.8657	7.3525	89.5657	1541.25	2753.15	NA	7781.62	3.811484531	6.808492222	NA	19.24381136	0	NA	883894000	5513000	292205000	1181612000	519176000	156783000	503128000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	Etablissements Hospitaliers du Nord Vaudois (eHnv)	Rue d'Entremonts 11	1400 Yverdon­les­Bains	K112	oeff	A, R	NF, IPS	MSt, Arzt, BGs	5	MRI, CT	83032	12154	890	8	NA	NA	NA	0.686	2.7175	5.8726	95.2582	132.64	361.45	NA	1038.36	1.091327958	2.973918052	NA	8.543360211	42	NA	100874000	1045000	42028000	143947000	75854000	13314000	57920000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	EHC Ensemble hospitalier de la Côte	Chemin du Crêt 2	1110 Morges	K121	oeff	A, R	NF, IPS	MSt, Arzt, BGs	3	MRI, CT	72661	8657	1255	5	NA	NA	NA	0.2992	1.6603	8.3865	96.44	100.1	315.57	NA	752.51	1.156289708	3.645258173	NA	8.692503177	30	NA	73807000	1006000	31636000	106449000	69874000	3655000	33091000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	Hôpital de la Riviera	Boulevard Paderewski 3	1800 Vevey	K121	oeff	A, R	NF, IPS	MSt, Arzt, BGs	4	MRI, CT, CC	68317	9944	701	20	NA	NA	NA	1.6998	5.8147	13.0195	94.1347	113.5	347.45	NA	891.02	1.141391794	3.494066774	NA	8.960378117	46	NA	93436000	1391000	34858000	129685000	73363000	10069000	46007000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	Groupement Hospitalier de l'Ouest Lémanique (GHOL)	Chemin Monastier 10	1260 Nyon	K121	oeff	A, R	NF, IPS	MSt, Arzt, BGs	2	MRI, CT	35412	6891	214	4	NA	NA	NA	3.1629	7.1367	16.4135	94.3848	73.86	179.42	NA	474.15	1.071832825	2.603685967	NA	6.880713975	35	NA	48849000	571000	19444000	68864000	46500000	5279000	17581000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	Hôpital Intercantonal de la Broye (HIB) - VD	Avenue de la Colline 3	1530 Payerne	K122	oeff	A, R	NF, IPS	MSt, BGs	2	MRI, CT	26537	3258	244	4	NA	NA	NA	0.7273	2.8177	5.0909	96.1678	62.46	144.56	NA	401.47	1.917127072	4.437077962	NA	12.32259055	26	NA	26685000	485000	11626000	38796000	24002000	1380000	13623000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	Clinique de La Source	Avenue Vinet 30	1004 Lausanne	K122	priv	A		BGs	1	MRI, CT, CC	20070	3628	342	9	NA	0.893	0.895	0.4493	5.1655	99.0015	90.2396	0	116.51	NA	353.46	0	3.211411246	NA	9.742557883	343	NA	38539000	10294000	28904000	77737000	75387000	3459000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	Hôpital du Chablais VD	Chemin du Grand­Chêne	1860 Aigle	K122	oeff	A	NF, IPS	Arzt, BGs	2	CT	21651	3717	395	3	NA	0.765	0.805	1.6334	1.685	4.8763	94.4031	33.04	102.16	NA	238.98	0.888888889	2.748453054	NA	6.429378531	13	NA	26954000	313000	11331000	38598000	26869000	644000	10952000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	Clinique Cecil SA	Avenue Louis­Ruchonnet 53	1003 Lausanne	K122	priv	A	IPS		1	MRI, CT	16518	3232	495	9	NA	0.946	0.958	3.1341	9.1582	98.7251	97.7158	0	168.95	NA	323.03	0	5.227413366	NA	9.994740099	340	NA	33916000	15805000	31444000	81165000	78952000	4989000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	Clinique de Genolier	La Joy	1272 Genolier	K123	priv	A		MSt, Arzt, BGs	1	MRI, CT, CC, LB	15733	2706	0	4	NA	0.798	0.901	21.4888	19.1966	96.663	80.7481	11.4	93.2	NA	240.91	0.421286031	3.444198078	NA	8.902808574	99	NA	40903000	10152000	31815000	82870000	80857000	6629000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	Clinique Bois­Cerf SA	Avenue d'Ouchy 31	1006 Lausanne	K123	priv	A	IPS	BGs	1	Lito	11104	2405	0	6	NA	0.816	0.831	2.2755	9.0178	88.7464	89.1601	0	75.68	NA	171.67	0	3.146777547	NA	7.138045738	280	NA	18216000	6868000	13290000	38374000	37624000	2223000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	Clinique la Prairie SA	Chemin de la Prairie 2­10	1815 Clarens	K123	priv	A			1	MRI, CT, CC	9459	1607	0	2	NA	0.601	0.699	70.8152	23.6674	100	18.6683	1.5	20.65	NA	196.45	0.09334163	1.285003111	NA	12.22464219	60	NA	23745000	6473000	14273000	44491000	44322000	5685000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	Hôpital du Pays d'Enhaut	Route de l'Hôpital 17	1660 Château­d'Oex	K123	oeff	A, R	NF, IPS	MSt, Arzt, BGs	1		11044	609	0	1	NA	0.843	0.859	1.8613	8.7931	5.0761	93.2318	5.4	34.42	NA	95.17	0.886699507	5.651888342	NA	15.6272578	7	NA	7995000	118000	2860000	10973000	5787000	1216000	4030000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	Secteur Psychiatrique Est Fondation de Nant	Route de Nant	1804 Corsier­sur­Vevey	K212	oeff	P	NF	MSt, Arzt, BGs	15		29364	771	0	0	NA	NA	NA	1.8138	0.9852	0	96.6143	64.35	93.47	NA	235.67	8.346303502	12.1232166	NA	30.56679637	0	NA	27594000	271000	4339000	32204000	17219000	2795000	12358000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	Clinique la Métairie SA	Avenue de Bois­Bougy 8	1260 Nyon	K212	priv	P		Arzt, BGs	1		20259	696	0	0	NA	NA	NA	14.5161	66.5523	81.2317	99.1202	9	44.79	NA	71.99	1.293103448	6.435344828	NA	10.3433908	2	NA	7514000	2221000	4771000	14506000	17634000	1117000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	Clinique la Lignière	La Lignière 5	1196 Gland	K221	priv	A, P, R			1		28924	1423	0	0	NA	NA	NA	5.2596	47.9004	71.3419	90.0877	11.33	42.1	NA	146.43	0.7962052	2.958538299	NA	10.2902319	0	NA	13721000	2033000	5099000	20853000	19085000	1895000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	Hôpital de Lavaux	Chemin des Colombaires 31	1096 Cully	K221	oeff	R		MSt, Arzt, BGs	1		32575	880	0	0	NA	NA	NA	0.4608	0.2315	14.1705	98.6175	6.47	84.34	NA	153.91	0.735227273	9.584090909	NA	17.48977273	0	NA	13207000	243000	3359000	16809000	9369000	1223000	6433000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	Clinique Valmont	Route de Valmont	1823 Glion	K221	priv	R		BGs	1		20049	988	0	0	NA	NA	NA	4.1874	24.1415	56.331	90.6281	4.9	31.5	NA	80.1	0.495951417	3.188259109	NA	8.107287449	2	NA	9197000	1651000	3733000	14581000	12577000	1015000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	Institution de Lavigny		1175 Lavigny	K221	oeff	R		Arzt, BGs	1		9057	282	0	0	NA	NA	NA	1.0563	6.4057	0	98.9437	4.4	32.49	NA	86.18	1.560283688	11.5212766	NA	30.56028369	0	NA	9603000	201000	1587000	11391000	3690000	174000	7206000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	Clinique de Montchoisi	Chemin des Allinges 10	1006 Lausanne	K231	priv	A			1	MRI, PET	3010	1003	0	4	NA	0.767	0.76	6.5803	22.7321	94.7159	87.6371	1.5	16.13	NA	59.12	0.149551346	1.608175474	NA	5.894317049	99	NA	11557000	2670000	7607000	21834000	21493000	397000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	Clinique Chirurgicale & Permanence de Longeraie SA	Avenue de la Gare 9	1003 Lausanne	K231	priv	A	NF	Arzt	1		1988	899	0	3	NA	0.673	0.67	0	19.6368	13.9614	30.193	10.85	39.25	NA	86.38	1.206896552	4.36596218	NA	9.608453838	7	NA	9408000	826000	3612000	13846000	15581000	203000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	Maison de naissance La Grange Rouge	Rue du Village 5	1274 Grens	K232	priv	B		BGs	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	Maison de naissance Zoé	Rue du Poyet 9	1510 Moudon	K232	priv	B		BGs	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VD	Maison de naissance Lunaissance	Chemin de la Lune 3	1132 Lully VD	K232	priv	B		BGs	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
